GeneID	GSM4075467	GSM4075468	GSM4075469	GSM4075470	GSM4075471	GSM4075473	GSM4075474	GSM4075475	GSM4075476	GSM4075477	GSM4075478	GSM4075479	GSM4075480	GSM4075481	GSM4075482	GSM4075466	GSM4075472	GSM4075483
57604	90	85	77	57	158	39	59	72	186	11	75	46	18	21	91	48	79	65
10395	374	704	447	1844	121	266	166	253	1425	418	229	409	393	637	200	300	404	1216
101930149	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
157773	1	3	1	6	1	5	6	0	3	2	0	4	4	14	1	5	4	19
102725080	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
107986916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137868	1	0	0	6	1	0	0	0	1	1	0	0	0	0	0	1	4	4
494332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7991	68	193	153	388	65	65	822	844	267	107	103	72	185	299	165	124	171	353
4481	184	205	117	70	66	115	653	584	168	720	33	103	413	603	39	508	52	582
101929028	1	0	0	3	0	1	0	0	3	3	3	1	0	0	0	0	5	5
105379297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26281	52	4	17	0	0	13	8	1	0	19	0	16	2	12	0	41	0	1
286097	10	25	17	230	5	4	6	5	89	21	39	17	23	20	25	15	36	59
51201	1246	578	634	480	1110	887	967	733	474	669	246	437	520	588	437	1144	385	819
107986918	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	2	0	6
29883	991	596	703	622	1200	1016	1838	1447	489	787	347	954	1148	966	422	1057	387	863
137492	489	346	305	586	523	549	618	609	323	395	305	575	552	501	290	582	328	531
9108	52	38	34	82	57	45	48	59	51	41	50	49	53	59	61	59	35	45
102724838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
6542	181	90	28	283	32	183	44	38	480	106	93	10	30	48	69	89	60	112
5157	22	20	6	98	35	25	48	68	101	82	12	4	36	108	22	37	24	47
107986919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57509	2236	1568	1229	1545	1731	1250	1029	1119	1614	1143	1594	1755	900	735	1596	2006	1955	1089
100422850	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	1
101930275	22	11	13	21	34	23	11	9	23	58	31	48	3	9	37	40	5	19
2267	0	0	0	2	0	0	0	0	1	0	0	0	1	6	1	0	2	0
5108	1454	1115	1108	2060	1324	959	1344	1942	1162	1466	796	1451	1514	960	644	1280	930	1843
427	2951	1750	1545	1756	3299	1863	2426	2226	2244	1861	1653	2356	2925	2707	1625	3446	1379	2655
101929066	8	10	17	10	15	11	20	16	12	17	9	6	6	2	9	11	8	8
9	191	157	61	208	450	241	256	194	238	111	303	252	81	57	357	173	487	154
10	134	111	59	82	411	106	265	238	216	57	202	315	11	8	429	106	402	83
23362	458	643	646	343	544	450	458	778	769	226	655	890	643	506	300	309	663	850
107986868	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
105379303	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379301	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
100128993	3	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
105379300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63898	1063	369	423	59	841	502	448	467	276	591	268	670	616	481	353	828	250	380
102724881	18	12	12	3	6	5	2	8	4	11	3	14	7	2	2	15	0	8
55790	158	104	127	163	111	53	89	102	149	91	57	106	186	224	63	176	58	409
105379308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
107986920	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
55174	1093	489	702	488	1415	1047	1986	1404	444	774	305	841	1330	1237	483	1126	349	967
105379309	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
107986921	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4023	103	104	61	201	251	35	31	106	4180	365	26	116	114	171	243	175	38	450
105379311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6570	96	7	2	4	121	6	0	5	13	1	20	2	56	216	28	59	15	9
526	1639	982	892	966	1504	1223	1837	1796	1117	1583	763	1338	2141	2758	1081	2028	1033	1395
11178	148	200	137	46	42	79	73	256	66	381	18	135	220	333	11	160	31	702
100874051	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109616983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379315	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0
105379316	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102467222	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
286114	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
101929172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986922	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	1
2675	18	23	17	60	10	1	0	5	72	7	33	16	5	15	74	13	57	20
105379318	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
107986923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9046	176	124	85	104	78	53	112	147	155	144	71	175	177	309	89	434	130	194
23039	1616	835	1044	1064	1187	1611	1604	1812	898	1111	595	1390	2001	1630	524	1514	678	1165
10361	34	15	35	7	40	69	32	35	15	29	13	16	19	18	9	30	10	27
8822	8	10	8	2	6	10	1	8	21	11	6	5	2	0	6	3	2	21
2039	1910	974	1101	726	1103	513	1020	1130	976	1382	429	1077	855	683	607	1521	820	745
64760	998	822	720	1424	754	849	520	809	1197	1559	762	1185	939	1018	910	784	1032	1292
79873	147	84	89	95	151	77	273	214	94	135	127	149	152	270	218	143	134	106
55806	2146	855	647	1220	655	1119	467	736	1547	1727	1011	822	996	753	1149	1314	1850	923
80346	1076	488	548	190	632	1283	903	949	644	1213	417	883	863	1147	752	1088	693	521
203190	1	4	6	76	0	0	0	3	7	0	10	3	0	0	9	0	13	3
6440	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
649	791	1018	870	1038	404	671	1139	1388	945	1617	1123	1180	1735	3220	959	834	1479	2255
9796	17	41	15	307	8	6	11	19	51	85	13	4	8	28	58	40	83	78
407037	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	2	0
661	571	429	515	355	475	327	702	676	273	536	177	427	663	757	237	569	204	538
100507071	1	6	6	10	5	3	1	2	7	7	2	6	5	1	4	3	0	6
55124	73	80	84	24	77	5	100	75	42	46	117	80	10	36	38	53	47	295
23516	1967	2015	1923	1504	2187	2492	2890	2861	2314	2369	2580	2742	3153	2894	1649	1877	2802	2415
5533	265	181	202	254	175	150	427	387	222	251	164	321	253	286	170	281	162	425
10174	1766	1441	963	2608	1368	1437	795	1274	2545	3177	1958	1479	1164	1761	1895	1837	3058	1957
64236	408	451	260	982	111	408	430	418	485	672	722	654	463	840	744	555	1501	496
541565	71	78	50	96	51	98	90	103	86	140	71	135	85	142	69	74	88	97
107986876	65	48	38	57	42	70	74	90	57	80	58	70	77	95	57	66	65	60
57805	2304	1238	1315	1465	1299	2120	1932	2724	1416	1813	1062	2054	2290	2626	1963	2043	1453	1824
55909	313	220	212	198	281	306	271	261	263	428	263	289	287	357	537	217	322	224
80094	1	0	0	1	1	4	0	1	2	2	2	9	7	0	0	6	1	4
105369180	3	2	2	0	3	1	4	2	5	0	5	3	2	0	1	1	0	6
107986924	10	36	9	56	30	8	12	18	88	3	13	9	52	127	10	3	14	24
1960	160	302	99	638	432	69	131	190	638	34	141	139	725	976	41	139	154	370
105379322	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
105379321	0	0	0	0	2	0	0	1	5	0	4	0	1	5	2	3	3	0
107986926	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0
157310	0	1	0	11	1	0	2	0	0	0	1	0	0	0	2	0	9	3
107986925	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0	0	0	1
105379325	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0
101929237	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
107984124	4	5	4	11	5	4	3	5	5	3	2	5	4	5	1	7	4	6
23221	364	275	269	633	357	273	356	437	225	596	148	259	274	395	61	277	237	378
8795	2217	1010	1216	381	2236	1805	2333	2359	610	1366	440	1767	2677	2281	568	1854	422	1892
286059	1	2	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1
107986929	5	3	9	0	11	18	12	10	0	6	0	1	9	6	0	3	0	7
254896	15	14	22	1	19	35	30	18	1	16	2	4	16	9	0	10	0	24
8794	15	18	26	8	6	19	29	28	8	35	2	11	47	68	2	13	10	33
8793	138	165	135	149	342	167	370	311	265	222	134	451	420	567	194	80	100	290
8797	446	269	317	71	569	335	628	579	116	260	95	560	788	641	128	410	94	378
389641	174	78	93	14	86	174	306	305	33	133	23	106	148	106	39	159	19	115
91782	779	539	555	880	629	748	935	1036	628	676	429	841	966	1257	851	682	652	675
105379326	13	6	3	7	5	15	3	7	19	36	3	9	11	20	13	7	7	11
203069	396	224	218	468	478	329	404	338	296	383	142	232	282	556	471	354	256	259
4017	1081	839	842	925	483	1310	943	1604	383	984	162	1626	2076	3631	154	1149	316	5092
100507156	47	39	40	44	21	47	12	65	23	31	7	59	90	82	5	40	13	203
9583	829	876	788	767	863	799	571	851	1004	669	1035	1111	1053	740	701	587	851	1064
105379327	5	5	2	3	6	5	2	4	5	2	6	1	0	1	1	0	8	3
51312	543	846	794	922	1672	1298	1289	1093	809	982	601	939	1937	1611	1039	561	852	1418
107986930	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4824	3	28	12	82	19	25	66	50	16	9	13	22	65	32	11	15	15	21
137814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
6781	316	342	548	161	452	162	250	441	197	173	29	159	861	1146	25	378	39	3950
107986931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10863	270	185	111	125	305	85	72	93	309	136	156	162	34	62	212	218	183	237
101929294	0	0	3	1	6	1	2	2	3	1	0	2	0	0	1	2	1	4
27299	353	1017	778	145	205	45	239	277	1390	102	720	1254	74	241	869	626	539	435
8756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4741	1	12	0	144	0	1	1	1	23	6	8	0	8	13	9	0	77	6
112268023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4747	1	24	1	294	2	23	0	0	20	10	43	2	5	5	44	8	95	6
102465506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80005	836	1008	758	1022	708	855	710	1214	1220	1228	2020	1631	1478	726	1048	723	1598	998
102465527	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
105379331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2796	19	14	23	38	29	18	13	17	45	86	36	20	8	8	64	8	39	29
54793	428	481	315	681	510	436	723	581	714	427	893	724	512	462	644	419	1010	591
157313	326	63	140	9	128	450	476	548	16	363	35	300	453	371	37	365	36	96
107986933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
105379333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64641	3	12	2	81	0	25	19	27	262	106	10	5	20	5	4	6	14	33
102723395	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0
105379335	0	0	0	0	0	9	0	0	2	28	1	1	1	3	0	2	0	1
105379336	0	0	0	0	0	6	0	0	3	8	0	0	0	2	0	0	0	0
5520	1469	744	720	708	1468	1836	1901	1593	594	936	619	1406	2005	1833	860	1463	843	995
157489	5	9	8	49	11	32	25	12	15	18	11	12	12	11	1	14	19	17
665	514	737	585	924	1274	1357	1582	1527	1050	1508	523	1093	1167	1410	687	848	867	1266
105379337	0	2	0	1	0	1	0	0	2	5	0	1	0	0	0	1	0	1
10687	11	35	45	113	150	604	454	287	21	233	18	54	71	80	10	24	38	67
1808	1119	894	636	2279	874	1009	1439	1638	973	1476	489	837	1826	2221	580	1235	976	1018
148	0	10	4	69	0	1	0	1	169	10	22	0	3	2	23	0	14	0
105379339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
100313884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379340	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
81551	0	5	1	54	0	1	0	0	7	3	21	1	0	0	27	0	36	0
23087	475	243	266	265	282	356	334	417	290	334	179	352	442	355	244	425	274	216
2185	915	1422	1024	1271	844	462	381	605	1772	1272	2406	1424	606	581	2035	984	2235	525
102465507	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1135	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
2053	634	743	609	666	1401	1031	453	474	1327	726	980	564	640	391	1522	529	1015	294
1191	274	1836	744	11304	1012	933	127	217	3955	1704	2470	191	813	1696	1727	614	5381	993
102465508	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
51435	374	452	320	1430	401	453	333	332	495	521	402	348	455	454	430	310	549	356
100500871	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100500858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55246	442	287	255	301	401	478	400	393	297	300	263	316	433	389	346	384	287	189
107986934	26	18	20	17	21	20	22	25	14	18	11	22	21	16	9	22	15	13
157570	258	67	121	20	169	335	788	575	31	143	64	265	432	254	20	402	49	52
55872	305	54	126	3	245	565	956	605	16	157	33	328	553	485	47	435	44	51
286133	44	354	235	1919	54	1	13	3	1083	25	542	62	10	5	323	34	1021	44
100422828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379342	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1
389643	12	31	11	18	26	1	2	1	24	6	111	15	9	0	31	5	50	6
55140	529	313	338	443	458	540	649	596	398	477	356	545	638	525	344	530	230	228
105379343	0	2	1	1	0	1	2	0	2	0	0	3	0	0	0	0	0	3
5368	10	16	6	8	22	1	0	2	34	58	29	15	1	5	41	13	29	2
55893	989	731	886	880	973	1108	1100	1382	1096	1602	783	1013	1018	850	941	702	890	776
157574	33	2	4	11	84	55	87	51	4	9	3	37	47	75	8	23	4	29
7976	475	146	222	349	375	362	423	450	56	133	57	240	511	344	32	352	102	218
100422903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2137	871	431	525	998	636	834	530	758	404	512	244	552	963	1233	293	560	415	704
101929402	3	4	1	0	1	3	1	0	0	3	0	1	1	0	0	1	0	1
55756	369	209	279	157	409	506	315	321	196	334	136	244	468	390	173	367	146	223
79618	436	638	712	825	432	443	456	849	846	841	568	919	609	435	471	343	613	1057
105379346	0	2	2	1	3	0	0	2	4	4	2	4	1	0	1	1	10	0
23303	1966	2119	1481	1694	1043	863	433	1185	2519	1176	3639	2965	775	766	2847	1117	3149	1639
1846	339	306	218	55	2020	694	288	281	126	276	93	790	5272	5970	53	397	41	438
105379349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379350	3	2	1	0	4	6	1	2	2	0	0	0	0	1	1	0	1	2
107986935	0	1	1	0	6	10	1	0	3	4	0	0	0	1	1	0	1	1
105379351	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
105379352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
619351	9	1	0	0	7	3	2	3	3	2	6	13	9	4	0	5	0	3
101929450	5	0	1	1	1	0	5	11	0	6	2	6	1	5	0	6	3	14
101929470	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
107986884	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
105379354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100422876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51669	3009	2532	2078	2261	3428	1699	3409	3071	2945	2074	2586	2813	2942	3582	3138	3125	2338	3124
23484	732	515	450	484	859	598	1180	947	568	487	547	857	938	1123	757	850	609	804
619373	6	1	5	3	2	6	4	3	9	6	4	3	4	3	1	5	0	5
10671	371	305	267	388	474	426	765	522	271	360	206	551	385	541	378	385	216	451
100128750	32	36	17	106	21	22	7	8	34	33	9	31	24	45	5	34	37	50
11030	861	1108	650	5584	626	849	272	437	1391	1448	697	1253	1116	1573	600	1029	1752	1570
112268025	4	3	3	7	1	4	0	0	27	5	2	7	0	6	5	0	14	8
112268024	15	29	11	268	11	23	5	6	59	32	31	70	32	13	10	22	55	56
2961	539	264	276	264	573	681	928	685	237	451	215	597	731	887	354	561	330	363
100507341	1	1	3	1	0	0	2	2	1	0	1	0	2	0	0	1	2	2
2936	2407	1157	1011	747	3371	2092	3884	3260	1290	837	1110	2189	2330	2627	1951	2253	1463	1268
7993	144	58	64	51	256	217	225	178	113	116	43	204	197	182	76	170	64	155
105379356	0	1	1	2	3	1	1	0	0	1	1	2	3	0	7	0	0	5
105379355	1	0	0	0	3	0	2	3	0	1	1	3	0	0	0	2	0	1
5516	1133	1155	701	1559	944	1034	1088	1099	1221	867	1314	1708	1196	1539	2564	1033	2044	1033
56154	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
105379357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29942	1	6	5	9	2	0	3	0	6	4	2	5	3	8	3	2	8	5
7486	312	288	329	263	332	336	360	329	165	241	105	277	299	188	169	276	143	352
105379358	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
101929492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3084	67	218	369	34	39	14	2	7	493	12	201	218	55	44	281	12	196	38
107986936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100856811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100874286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379362	40	9	5	6	0	2	63	15	1	14	11	96	10	14	10	23	8	28
84750	213	87	127	80	146	145	242	255	99	119	34	206	311	171	38	242	56	148
84549	350	190	318	181	412	537	894	814	126	356	91	330	554	501	161	357	119	338
80185	259	120	196	151	291	273	545	480	103	186	83	222	351	306	87	310	143	173
692084	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	1	0
79845	111	145	91	335	87	94	160	156	298	108	56	204	165	312	72	111	72	174
78986	3	7	2	58	3	0	0	0	8	4	9	5	2	5	3	4	41	7
105379363	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
105379364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379366	0	0	0	3	3	1	1	0	1	1	1	0	0	0	0	0	0	0
105379365	1	0	0	0	5	0	1	0	1	1	0	1	0	0	3	0	0	2
103689844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137970	0	2	2	48	10	3	0	2	8	0	9	8	2	5	4	0	7	8
101929550	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112268026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157855	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0
105379375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379377	2	0	0	0	0	0	0	1	0	16	0	2	1	2	0	1	0	3
100507403	4	9	2	29	3	14	3	22	25	16	46	9	14	28	17	3	21	9
100507420	178	15	12	3	302	152	213	277	5	95	8	36	8	28	23	125	4	235
105379379	4	10	13	0	5	7	8	4	5	55	1	15	0	0	8	4	0	45
105379378	6	3	6	0	1	2	0	3	0	4	0	13	0	0	0	1	0	19
105379380	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
80139	8167	4158	5746	2110	5341	3953	7743	10716	2399	7988	1317	7897	6391	5350	2510	5272	1750	5180
101929622	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
102723701	12	11	14	8	18	12	31	37	23	10	18	19	15	6	2	12	9	9
11160	877	758	876	806	1165	905	1632	1716	758	812	500	1290	1127	836	734	832	564	678
728024	6	8	7	18	5	12	4	3	10	8	4	4	4	4	6	11	9	8
11212	1049	818	845	843	872	1329	1224	1199	1136	1196	973	1181	1226	1058	985	1071	1216	453
105379381	0	1	0	0	0	1	0	1	1	1	0	1	0	4	0	0	0	0
25960	841	1160	788	2614	237	488	335	970	1360	1118	435	1127	1425	1929	272	829	761	3256
55290	284	217	182	403	164	177	294	277	279	311	127	250	361	676	138	231	210	454
80223	3873	3428	3044	2203	3649	3618	2953	4667	3268	2502	6374	4949	4973	2956	2684	2296	4256	2403
137362	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	1	2	0	25	0	0	0	0	5	2	1	3	1	0	2	1	9	8
1978	2396	499	780	261	2861	2402	3282	2184	407	1908	261	1000	2094	3010	630	2209	318	488
9070	803	475	548	651	717	509	1018	998	568	502	487	739	663	666	403	697	538	1052
6770	1	6	9	8	10	6	4	1	22	3	8	9	6	4	30	3	9	13
105379382	59	34	36	32	60	54	80	79	36	46	25	58	63	66	53	57	26	46
27257	413	203	241	255	368	362	580	427	269	301	186	341	383	452	295	406	254	359
9530	276	188	271	129	302	291	490	384	174	295	125	228	467	458	183	368	145	469
23259	466	401	533	847	687	355	391	393	475	401	277	436	563	437	239	439	345	726
84513	663	487	553	336	1234	444	766	713	437	600	401	645	760	787	542	563	325	634
54904	1129	925	1254	1367	1003	713	1173	1458	903	915	833	1164	1091	823	540	959	808	1380
137994	82	28	18	66	43	30	31	26	41	37	25	60	42	69	27	52	15	30
102723716	2	4	2	12	1	1	1	1	11	1	1	1	5	1	3	1	0	2
2260	476	921	673	3777	179	318	238	441	1556	1162	499	615	1004	1629	384	603	1234	1531
389649	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
105379383	3	0	0	1	6	0	0	2	0	0	0	3	2	2	0	2	0	0
105379384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286140	14	87	100	15	24	30	14	11	56	44	6	17	57	39	27	11	22	6
6867	2263	1793	1602	6968	1573	666	1326	2192	2824	1861	1216	1626	2554	1791	1041	2018	1919	2573
59339	866	586	818	1188	572	479	1241	1521	534	748	413	750	479	449	288	1027	517	832
203100	2	12	1	1	7	5	8	8	1	21	2	9	4	6	0	16	3	28
83877	546	392	452	299	651	502	815	600	329	507	202	482	644	981	336	608	275	470
8754	2581	1313	1428	1230	1976	2195	2321	2208	770	993	942	2278	2784	2062	831	2445	971	2103
109616979	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
203102	22	22	52	10	82	11	70	115	4	9	5	16	1	9	30	15	14	41
255926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8749	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2515	2	0	0	0	8	0	1	4	0	0	0	0	0	1	0	0	0	0
3620	1633	284	124	28	215	9	239	250	38	33	23	482	115	69	47	2049	36	180
169355	6	7	5	3	0	0	5	1	2	1	3	3	1	0	0	10	2	4
105379385	3	0	2	17	0	0	2	1	2	0	3	1	0	1	0	8	2	3
105379386	1	0	0	8	2	0	0	1	3	0	0	0	0	0	1	3	2	2
56892	682	1425	597	1306	1680	321	598	562	1573	142	519	1564	946	1478	983	496	967	943
112543493	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
105379388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79698	0	3	1	25	0	0	0	0	2	1	1	0	0	1	4	0	8	1
107986938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
105379389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6422	3	363	14	1081	9	4	8	16	1086	411	482	5	50	74	188	5	477	61
100847068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109616980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51125	724	539	488	624	1097	972	1364	1035	505	691	392	760	847	824	495	958	513	687
84296	179	58	90	16	127	339	304	379	22	85	31	173	237	190	29	212	30	59
102723729	8	3	5	2	7	13	14	14	1	2	4	6	10	4	1	19	1	3
137964	1190	702	686	738	764	1296	794	1244	992	1079	569	1104	1129	1729	1199	734	730	932
157848	227	3	0	1	0	0	0	0	5	3	1	0	292	317	0	183	4	0
286	552	25	26	32	66	20	8	27	25	14	8	21	88	54	23	411	30	20
619554	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
102465696	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
105379392	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7994	1060	920	1192	1227	520	790	630	1144	885	774	874	1136	888	478	377	815	1039	1080
105379393	3	7	5	7	0	3	5	4	6	1	3	6	5	1	0	7	1	2
107986939	2	1	1	3	1	0	1	1	2	1	0	1	2	2	1	3	1	1
10947	579	132	230	241	232	486	547	526	136	370	89	261	444	427	102	535	137	296
5327	1035	1715	1158	1207	838	623	264	349	1955	1033	873	1673	1027	1948	820	1308	967	2770
101929897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
